text,label,toxicity
This is a complex issue that deserves more discussion. Sample ID: 172,0,0.14021493078678843
That's an interesting point of view. Sample ID: 321,0,0.07041671382650616
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 90,1,0.8418824123889022
That's an interesting point of view. Sample ID: 180,0,0.1561159198103676
"Great discussion, everyone has made good points. Sample ID: 414",0,0.45476928495669433
"This is exactly what I was looking for, thank you. Sample ID: 312",0,0.335506237422435
"Thanks for sharing this information, it was very helpful. Sample ID: 278",0,0.32284266258712035
Let's keep the discussion civil and productive. Sample ID: 381,0,0.2797010579491204
I think we should focus on the facts here. Sample ID: 472,0,0.022888169714362805
"Well said, I agree with most of your points. Sample ID: 362",0,0.4659612178427935
I'd like to add some context to this discussion. Sample ID: 324,0,0.31396874664973
I appreciate the balanced approach here. Sample ID: 431,0,0.4970309916915552
Thanks for bringing attention to this issue. Sample ID: 347,0,0.2686782023864435
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 86,1,0.8550554459531066
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 75,1,0.528104778933111
This is a well-written article with some interesting points. Sample ID: 438,0,0.31586808841170544
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 15,1,0.8823248057951787
This comment section has been very educational. Sample ID: 249,0,0.38925714742627865
Thanks for bringing attention to this issue. Sample ID: 433,0,0.3850558261151427
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 19,1,0.6131413136468338
I really appreciate your perspective on this topic. Sample ID: 322,0,0.48769923880261296
That's an interesting point of view. Sample ID: 332,0,0.49759106031246936
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 56,1,0.5377979375808006
The comments here have been surprisingly constructive. Sample ID: 301,0,0.46822321140587864
This article raises important questions. Sample ID: 229,0,0.14472459715218466
I found this article to be very informative. Sample ID: 331,0,0.3446420408754824
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 132,1,0.6690554603680661
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 137,1,0.9838771616865607
I think we should consider multiple perspectives here. Sample ID: 423,0,0.05075192915176774
Could you provide sources for this information? Sample ID: 335,0,0.248873408478188
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 25,1,0.7140238959710373
Could you provide sources for this information? Sample ID: 464,0,0.16301172613899245
This comment section has been very educational. Sample ID: 281,0,0.3227669954400743
"Great discussion, everyone has made good points. Sample ID: 247",0,0.06552787171083374
Let's keep the discussion civil and productive. Sample ID: 237,0,0.35833120906684846
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 117,1,0.9902960619023937
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 42,1,0.9022793572343151
I found this article to be very informative. Sample ID: 220,0,0.4300083764547727
That's an interesting point of view. Sample ID: 176,0,0.17981837158950126
"Well said, I agree with most of your points. Sample ID: 320",0,0.16244330324060935
The comments here have been surprisingly constructive. Sample ID: 153,0,0.2585241773450666
This is a complex issue that deserves more discussion. Sample ID: 231,0,0.022863307381136344
"Great discussion, everyone has made good points. Sample ID: 227",0,0.4726790672282663
I found this article to be very informative. Sample ID: 417,0,0.0718925865080961
This article raises important questions. Sample ID: 203,0,0.4515065195840462
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 126,1,0.5417911110001778
I learned something new from this post. Sample ID: 329,0,0.41131246383928005
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 31,1,0.5759812629391076
[MOCKUP TOXIC] Simulated harassment content placeholder. Sample ID: 113,1,0.5190658070457363
"Well said, I agree with most of your points. Sample ID: 470",0,0.35974472512970435
This comment section has been very educational. Sample ID: 271,0,0.14013265008721415
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 140,1,0.8572480763921748
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 57,1,0.7775426252364099
I really appreciate your perspective on this topic. Sample ID: 192,0,0.05440369511503279
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 24,1,0.9660650366505819
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 17,1,0.7261570873817388
This is a fair assessment of the situation. Sample ID: 265,0,0.367223638899344
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 66,1,0.7505102860078126
I really appreciate your perspective on this topic. Sample ID: 208,0,0.30218073748060237
I appreciate the balanced approach here. Sample ID: 479,0,0.15138679617834622
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 94,1,0.6001801520017251
This article raises important questions. Sample ID: 253,0,0.2712851017040339
This needs more context to understand fully. Sample ID: 266,0,0.220109486485501
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 23,1,0.6950566067169666
I learned something new from this post. Sample ID: 222,0,0.3362835975473115
I appreciate the balanced approach here. Sample ID: 261,0,0.34525331600556797
This article raises important questions. Sample ID: 426,0,0.02296002804563152
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 5,1,0.6693722471218361
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 116,1,0.7058822751131887
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 45,1,0.5484460805820841
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 16,1,0.6179504333491441
This needs more context to understand fully. Sample ID: 462,0,0.025820898611378318
I found this to be a thoughtful piece. Sample ID: 357,0,0.4981210493085103
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 3,1,0.8682786014849222
I think there are valid arguments on both sides. Sample ID: 218,0,0.04372507825137684
"Thanks for sharing this information, it was very helpful. Sample ID: 405",0,0.010124689895046057
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 60,1,0.8596439000761401
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 110,1,0.7195960828413335
Could you provide sources for this information? Sample ID: 318,0,0.393398354532288
"Thanks for sharing this information, it was very helpful. Sample ID: 428",0,0.46173801890919186
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 29,1,0.7996501945081862
This is a complex issue that deserves more discussion. Sample ID: 437,0,0.09355421145862652
I think there are valid arguments on both sides. Sample ID: 471,0,0.3910970180232263
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 26,1,0.9779058715871872
[MOCKUP TOXIC] Simulated harassment content placeholder. Sample ID: 7,1,0.790115643529978
I think we should consider multiple perspectives here. Sample ID: 453,0,0.34099872364036676
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 108,1,0.6687373475183365
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 37,1,0.6907638473301556
Could you provide sources for this information? Sample ID: 157,0,0.36732724892653196
I found this article to be very informative. Sample ID: 489,0,0.4638855492034096
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 118,1,0.8144941936121761
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 114,1,0.8949239542426737
"Well said, I agree with most of your points. Sample ID: 175",0,0.08581750870768651
This needs more context to understand fully. Sample ID: 373,0,0.10597954512898677
This article raises important questions. Sample ID: 181,0,0.26601734341669503
[MOCKUP TOXIC] This comment contains simulated offensive language. Sample ID: 144,1,0.5882770961214203
Thanks for bringing attention to this issue. Sample ID: 369,0,0.3174975351104618
This is a fair assessment of the situation. Sample ID: 390,0,0.1458265926973495
This is a well-written article with some interesting points. Sample ID: 195,0,0.395766309333446
Let's keep the discussion civil and productive. Sample ID: 404,0,0.4040551733071717
This needs more context to understand fully. Sample ID: 275,0,0.23189372787767654
I found this to be a thoughtful piece. Sample ID: 454,0,0.09040531751881764
[MOCKUP TOXIC] Simulated derogatory statement for testing. Sample ID: 141,1,0.8233874805409662
Let's keep the discussion civil and productive. Sample ID: 365,0,0.4963935091317932
[MOCKUP TOXIC] Simulated derogatory statement for testing. Sample ID: 67,1,0.8112954489712616
I think we should consider multiple perspectives here. Sample ID: 210,0,0.017887345357003925
This needs more context to understand fully. Sample ID: 168,0,0.00864698788354129
Could you explain more about this point? Sample ID: 493,0,0.1601809852461531
This is a fair assessment of the situation. Sample ID: 375,0,0.09789190343020243
I appreciate the balanced approach here. Sample ID: 400,0,0.40652560357165407
That's an interesting point of view. Sample ID: 272,0,0.42240283351800023
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 109,1,0.6293093856552381
The comments here have been surprisingly constructive. Sample ID: 248,0,0.16282238847494634
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 145,1,0.6181234838575573
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 92,1,0.954191273685632
This is a complex issue that deserves more discussion. Sample ID: 152,0,0.2513246673111411
I appreciate the balanced approach here. Sample ID: 367,0,0.32806852204100995
Could you explain more about this point? Sample ID: 467,0,0.20774104334980165
[MOCKUP TOXIC] Simulated derogatory statement for testing. Sample ID: 83,1,0.8155070967522655
I disagree with the author but respect their viewpoint. Sample ID: 245,0,0.19292768836086804
I really appreciate your perspective on this topic. Sample ID: 165,0,0.16983921886461273
I appreciate the balanced approach here. Sample ID: 163,0,0.3172400365867401
I disagree with the author but respect their viewpoint. Sample ID: 199,0,0.2955310390244946
"Thanks for sharing this information, it was very helpful. Sample ID: 228",0,0.14676397708397482
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 74,1,0.5746742251597368
Let's keep the discussion civil and productive. Sample ID: 478,0,0.1842883469190688
I really appreciate your perspective on this topic. Sample ID: 358,0,0.2075988195709546
Could you explain more about this point? Sample ID: 250,0,0.3143421667123024
[MOCKUP TOXIC] Simulated harassment content placeholder. Sample ID: 119,1,0.9572643818184319
I disagree with the author but respect their viewpoint. Sample ID: 310,0,0.01809239876646257
I think there are valid arguments on both sides. Sample ID: 299,0,0.12183050627092246
I'd like to add some context to this discussion. Sample ID: 255,0,0.09685797113978017
"Great discussion, everyone has made good points. Sample ID: 354",0,0.2511472043468918
I think we can find common ground on this. Sample ID: 399,0,0.2148504035215799
Could you provide sources for this information? Sample ID: 225,0,0.3645188119100942
This comment section has been very educational. Sample ID: 353,0,0.12120795627243192
I appreciate the balanced approach here. Sample ID: 234,0,0.2972491828748793
I found this article to be very informative. Sample ID: 382,0,0.44192863179997965
I'd like to add some context to this discussion. Sample ID: 274,0,0.45533886995915235
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 36,1,0.9793923023625155
I learned something new from this post. Sample ID: 196,0,0.3866305760399943
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 139,1,0.9529939531294576
Could you explain more about this point? Sample ID: 364,0,0.11726543599263711
I appreciate the thoughtful analysis presented here. Sample ID: 244,0,0.09879047217523851
I found this article to be very informative. Sample ID: 439,0,0.0032440418902632273
I think we should consider multiple perspectives here. Sample ID: 286,0,0.3534221787145492
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 59,1,0.9687335939068722
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 111,1,0.5934676725208382
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 89,1,0.8184717877134394
That's an interesting point of view. Sample ID: 436,0,0.37322987961088877
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 6,1,0.9638071175740283
Let's keep the discussion civil and productive. Sample ID: 360,0,0.3234301120086108
This needs more context to understand fully. Sample ID: 346,0,0.48514686637437615
I found this article to be very informative. Sample ID: 338,0,0.17233657050627388
This is a fair assessment of the situation. Sample ID: 158,0,0.17496426688570382
"Well said, I agree with most of your points. Sample ID: 150",0,0.2715062550071728
I appreciate the thoughtful analysis presented here. Sample ID: 177,0,0.19175094055795355
This is a complex issue that deserves more discussion. Sample ID: 393,0,0.0007128641437663119
I found this article to be very informative. Sample ID: 184,0,0.3658860125434937
This comment section has been very educational. Sample ID: 449,0,0.3758585207392417
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 10,1,0.8734873023433852
I found this article to be very informative. Sample ID: 380,0,0.1725103333052333
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 103,1,0.7611447366555859
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 81,1,0.6799867590883347
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 38,1,0.5080182000153228
Could you explain more about this point? Sample ID: 314,0,0.2812244706357094
This comment section has been very educational. Sample ID: 167,0,0.06188033304200552
I would like to see more evidence for this claim. Sample ID: 469,0,0.0400206620457203
This is a fair assessment of the situation. Sample ID: 296,0,0.3777495343483936
Let's keep the discussion civil and productive. Sample ID: 474,0,0.004753101209052812
This comment section has been very educational. Sample ID: 198,0,0.4795042218043631
This article raises important questions. Sample ID: 297,0,0.25762768205628844
I think we should consider multiple perspectives here. Sample ID: 416,0,0.4915082153530742
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 146,1,0.5289987862363542
"Great discussion, everyone has made good points. Sample ID: 392",0,0.2917647744329566
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 147,1,0.6746635179879557
I disagree with the author but respect their viewpoint. Sample ID: 447,0,0.4217412464071429
This needs more context to understand fully. Sample ID: 287,0,0.18061136761714314
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 123,1,0.6302437895286745
I learned something new from this post. Sample ID: 368,0,0.42877656354995664
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 96,1,0.6873265458266304
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 143,1,0.5084166599302807
I respect your opinion even though I see it differently. Sample ID: 239,0,0.19514455041966688
"Thanks for sharing this information, it was very helpful. Sample ID: 442",0,0.32726113450547095
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 97,1,0.6271797694031909
I appreciate the thoughtful analysis presented here. Sample ID: 407,0,0.21599379621257864
[MOCKUP TOXIC] This comment contains simulated offensive language. Sample ID: 122,1,0.5283575691411128
"Well said, I agree with most of your points. Sample ID: 183",0,0.2940463957569786
This is a well-written article with some interesting points. Sample ID: 202,0,0.3781474619301969
I appreciate the balanced approach here. Sample ID: 246,0,0.20665628070055514
That's an interesting point of view. Sample ID: 305,0,0.21011631640073003
Thanks for bringing attention to this issue. Sample ID: 298,0,0.04414124929245822
"Great discussion, everyone has made good points. Sample ID: 351",0,0.10097043225599128
I appreciate the thoughtful analysis presented here. Sample ID: 386,0,0.07733765156395633
I appreciate the thoughtful analysis presented here. Sample ID: 395,0,0.24084388433076898
I think there are valid arguments on both sides. Sample ID: 284,0,0.26462777047537506
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 125,1,0.97447006564213
I think we can find common ground on this. Sample ID: 302,0,0.03661575213861695
This is a complex issue that deserves more discussion. Sample ID: 223,0,0.29993398657752357
This is a well-written article with some interesting points. Sample ID: 418,0,0.26324926366412066
"Great discussion, everyone has made good points. Sample ID: 219",0,0.2581165489679146
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 129,1,0.9365796436914132
This is a fair assessment of the situation. Sample ID: 420,0,0.10276923534774324
I think we can find common ground on this. Sample ID: 289,0,0.02038663717068573
I disagree with the author but respect their viewpoint. Sample ID: 444,0,0.33613575381709626
That's an interesting point of view. Sample ID: 376,0,0.17257873206799007
This comment section has been very educational. Sample ID: 291,0,0.008794958106262296
Thanks for bringing attention to this issue. Sample ID: 355,0,0.1256870036452069
I found this to be a thoughtful piece. Sample ID: 294,0,0.15466338710840594
I think we can find common ground on this. Sample ID: 396,0,0.308419188392121
I really appreciate your perspective on this topic. Sample ID: 340,0,0.08629289702463605
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 112,1,0.706527173976699
That's an interesting point of view. Sample ID: 179,0,0.24123772220891626
Could you explain more about this point? Sample ID: 307,0,0.22961869568204546
Let's keep the discussion civil and productive. Sample ID: 432,0,0.4869703833333909
This comment section has been very educational. Sample ID: 487,0,0.022752118895148055
This is a well-written article with some interesting points. Sample ID: 481,0,0.47548409322619967
"Great discussion, everyone has made good points. Sample ID: 422",0,0.29096860699701665
"Thanks for sharing this information, it was very helpful. Sample ID: 233",0,0.39786385748491915
I found this article to be very informative. Sample ID: 311,0,0.2151963090080377
I respect your opinion even though I see it differently. Sample ID: 164,0,0.22691894062849022
[MOCKUP TOXIC] Simulated harassment content placeholder. Sample ID: 136,1,0.9396632495079118
Could you explain more about this point? Sample ID: 197,0,0.44796724814595107
I found this to be a thoughtful piece. Sample ID: 258,0,0.11934444071564881
Let's keep the discussion civil and productive. Sample ID: 232,0,0.09962093929230909
[MOCKUP TOXIC] This comment contains simulated offensive language. Sample ID: 115,1,0.7481175869349755
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 120,1,0.9501385135638458
This article raises important questions. Sample ID: 349,0,0.16117754670308815
Could you provide sources for this information? Sample ID: 224,0,0.32600730766956565
I would like to see more evidence for this claim. Sample ID: 402,0,0.35407584387030056
Thanks for bringing attention to this issue. Sample ID: 397,0,0.3893373324470779
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 127,1,0.7819622289604816
"Great discussion, everyone has made good points. Sample ID: 285",0,0.2012275891394848
This is a complex issue that deserves more discussion. Sample ID: 411,0,0.48350799439948644
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 107,1,0.8056653766514263
This is a fair assessment of the situation. Sample ID: 370,0,0.3642826058166354
That's an interesting point of view. Sample ID: 325,0,0.17249142284793917
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 133,1,0.83497459050154
I think we should consider multiple perspectives here. Sample ID: 452,0,0.12889883108206296
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 44,1,0.6225484587643181
This is a fair assessment of the situation. Sample ID: 460,0,0.3573611009047132
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 65,1,0.7606973681314675
The comments here have been surprisingly constructive. Sample ID: 283,0,0.34163830521119487
[MOCKUP TOXIC] Simulated derogatory statement for testing. Sample ID: 85,1,0.6347192453740458
"Well said, I agree with most of your points. Sample ID: 242",0,0.2993616705283652
The comments here have been surprisingly constructive. Sample ID: 186,0,0.22196682485155628
Could you explain more about this point? Sample ID: 383,0,0.29848014342276397
I really appreciate your perspective on this topic. Sample ID: 159,0,0.14543986612210968
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 12,1,0.8577254818245619
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 35,1,0.9029646830797328
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 28,1,0.6299582369288619
I'd like to add some context to this discussion. Sample ID: 170,0,0.15031027992782103
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 142,1,0.8305771348595465
I found this article to be very informative. Sample ID: 398,0,0.3477925871517721
I appreciate the thoughtful analysis presented here. Sample ID: 342,0,0.35204984219872504
This article raises important questions. Sample ID: 221,0,0.3413492523879184
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 95,1,0.6964038584762694
[MOCKUP TOXIC] Simulated harassment content placeholder. Sample ID: 51,1,0.6974268372018392
I think we should focus on the facts here. Sample ID: 240,0,0.12740881182219072
"Thanks for sharing this information, it was very helpful. Sample ID: 484",0,0.07841684994818149
"Great discussion, everyone has made good points. Sample ID: 378",0,0.34628868969845283
I think there are valid arguments on both sides. Sample ID: 178,0,0.04659439298615642
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 41,1,0.9688961433933908
I really appreciate your perspective on this topic. Sample ID: 498,0,0.4133431518357257
Let's keep the discussion civil and productive. Sample ID: 421,0,0.42875286997862805
I appreciate the thoughtful analysis presented here. Sample ID: 206,0,0.4533344073075951
"This is exactly what I was looking for, thank you. Sample ID: 282",0,0.20430248536162005
Let's keep the discussion civil and productive. Sample ID: 254,0,0.4233503616752005
Let's keep the discussion civil and productive. Sample ID: 412,0,0.07903065014582467
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 4,1,0.5108208973041178
I respect your opinion even though I see it differently. Sample ID: 256,0,0.3924456973319251
I appreciate the balanced approach here. Sample ID: 448,0,0.03739832399846965
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 100,1,0.9942623336629608
I think we can find common ground on this. Sample ID: 226,0,0.337398214800778
I'd like to add some context to this discussion. Sample ID: 429,0,0.37672485512105275
Thanks for bringing attention to this issue. Sample ID: 213,0,0.12290192813893297
I think there are valid arguments on both sides. Sample ID: 171,0,0.33693269695984407
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 98,1,0.5216099686274787
I found this article to be very informative. Sample ID: 292,0,0.41891285996180044
"Thanks for sharing this information, it was very helpful. Sample ID: 215",0,0.08481204651578622
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 61,1,0.8486790334168852
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 47,1,0.6122402506163642
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 32,1,0.5342265847130214
I respect your opinion even though I see it differently. Sample ID: 267,0,0.24074683927469714
Thanks for bringing attention to this issue. Sample ID: 327,0,0.08464310513639473
This article raises important questions. Sample ID: 200,0,0.3647219941632749
Thanks for bringing attention to this issue. Sample ID: 446,0,0.11878292169174243
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 27,1,0.6712362781179144
This comment section has been very educational. Sample ID: 424,0,0.28371962563223646
